0.000000000000000000e+00 -5.142704082642664265e-02 -2.556090438989261707e-02 -1.544301645784385349e-02 -8.197532981208637123e-04 -3.347349999753811839e-02 -1.029719217127553904e-03 -3.210811483667457694e-03 4.067286705851355698e-04 1.030925488153353704e-03
1.000000000000000056e-01 1.026527236308436841e-01 3.565506654291991651e-03 -9.915355813686200712e-03 7.165026399299419604e-03 -1.431120984664015564e-02 -1.406851957519526797e-02 -1.175261063084227439e-02 -1.020022676574225753e-02 -8.737001204150173644e-03
2.000000000000000111e-01 -1.898273460444847294e-01 4.369238787592789885e-02 -3.529128587765766045e-02 3.606514198209519878e-03 -2.674690420909935779e-02 -7.366918857015757049e-03 -1.020810822535575188e-02 -1.687580324647583799e-02 -1.520950667703820612e-02
3.000000000000000444e-01 1.006822336537414875e-01 8.048723778484900837e-02 -1.595482410382735583e-02 -2.832296913179305903e-02 -1.692899226997969173e-02 -2.048479229597713683e-02 -2.469276491330104836e-02 -1.788300512988538760e-02 -1.890542502176599179e-02
4.000000000000000222e-01 -3.787871347858504795e-02 1.854413860679846385e-02 -2.849632479057275652e-02 6.969017567778373889e-03 -2.120962380136104039e-02 -2.729119704657624254e-02 -2.170183013325113763e-02 -2.282112495563856994e-02 -1.991388056679150795e-02
5.000000000000000000e-01 9.118918329924841082e-02 3.906420137508663515e-02 -3.370740859908619852e-02 -3.195121298910837127e-02 -1.963050584202470639e-02 -2.336565344663959001e-02 -2.455148074080677062e-02 -1.939103542413704237e-02 -2.140515458555561357e-02
6.000000000000000888e-01 4.535118662806833512e-02 -1.797505505033896930e-02 6.354530145856888967e-02 -5.125567468316417907e-02 -9.338718149284162481e-03 -1.214562285648854850e-02 -1.754276255749990729e-02 -2.405169215867531546e-02 -1.593269165498891263e-02
7.000000000000000666e-01 -2.666161723158359809e-03 -8.042217788098049436e-02 -5.178443309909387671e-02 -7.121076864216278890e-03 -2.354669960926104519e-03 -2.207310177669947332e-02 -1.287502601995605886e-02 -1.238909473761441379e-02 -1.235924408530525258e-02
8.000000000000000444e-01 3.568193478924316236e-02 5.683332735887731968e-02 -1.694978778049810453e-02 -5.637204253868308146e-03 -1.393434283477439778e-02 -7.145333473057630634e-03 -7.485268878199446974e-03 -4.703054321355542786e-03 -2.185560319235810550e-03
9.000000000000000222e-01 6.927549619013831372e-02 1.719422193809996141e-02 -1.999097210408302787e-03 -2.672619233782021729e-03 7.832334924248977523e-03 7.464561210999360978e-03 8.656832598222290870e-03 6.976543166933882496e-03 4.484043880338339609e-03
1.000000000000000000e+00 -2.432432625072208920e-02 1.069780458873425058e-02 8.305270597390322987e-03 2.984024136177259104e-02 2.107017266420155646e-02 9.958339484247766965e-03 1.813289284022458550e-02 1.695716023137818287e-02 1.643329790679029165e-02
1.100000000000000089e+00 1.001264837274234848e-01 3.024642759537864503e-02 1.294269948798068386e-02 9.578977333373536046e-03 3.529095050473960576e-02 1.786998352112962457e-02 2.806995025259361246e-02 2.975401290211069846e-02 2.860731202751617963e-02
1.200000000000000178e+00 1.416499296237998251e-02 7.335542162850859638e-02 4.933896551640087891e-02 4.982570642278865564e-02 2.700259341151197909e-02 4.697029039018499330e-02 3.518204325618289052e-02 4.223318152653012664e-02 4.192243062571814061e-02
1.300000000000000044e+00 5.087894223055852705e-02 -1.606538122607048535e-02 2.012461978014849079e-02 6.481566592755381995e-02 3.896793790617557318e-02 6.644574553808153816e-02 5.293317486244121517e-02 5.560560940660386198e-02 5.621983710454429156e-02
1.400000000000000133e+00 1.691516358451740920e-01 1.078428864928385189e-01 2.314371778662052681e-02 6.500595265060039873e-02 5.528673472029289881e-02 7.045476536576504578e-02 6.861883287327308345e-02 7.117699809072351724e-02 7.008180572420986965e-02
1.500000000000000000e+00 4.725420530023288768e-02 9.693897187992803199e-02 9.128227325411157611e-02 1.081000141547969473e-01 8.426410873688158776e-02 8.677013326846738650e-02 8.201519878140134390e-02 8.713215482184337446e-02 8.495448282768082449e-02
1.600000000000000089e+00 1.371061700308393028e-01 1.644851177550268884e-01 9.630286208299135287e-02 1.029388310615473312e-01 1.086712376892777776e-01 1.006134710576270103e-01 1.024622044183502168e-01 1.002676224164519292e-01 1.018112891165260381e-01
1.700000000000000178e+00 1.121307663155204221e-01 7.392588868816554748e-02 1.440368827434534982e-01 1.299471935426765867e-01 1.185352592934398597e-01 1.192637115613579823e-01 1.149062500141968673e-01 1.165991298077225791e-01 1.186842020003817527e-01
1.800000000000000044e+00 1.665780877503598711e-01 1.558139929039452642e-01 1.849522353670462471e-01 1.550532205403673813e-01 1.287320613200339525e-01 1.312289164363736327e-01 1.373348983009904933e-01 1.337180311152058598e-01 1.326884805426142844e-01
1.900000000000000133e+00 2.943896478220719981e-02 5.374518212089608726e-02 1.773825718109977023e-01 1.537955526420793639e-01 1.408827247871087263e-01 1.470006334501150758e-01 1.494696858153387597e-01 1.483661726092369570e-01 1.483535179054854825e-01
2.000000000000000000e+00 1.596759585910897672e-01 9.998671768029177009e-02 2.206517909444684067e-01 1.587727034032688500e-01 1.632891748472607985e-01 1.563905249375989737e-01 1.641403146983542727e-01 1.597665423759269399e-01 1.607065578392685157e-01
2.100000000000000089e+00 1.842333868295745747e-01 1.559686302984109041e-01 1.625891404712042076e-01 1.661864455500309534e-01 1.893488189562196888e-01 1.681952855977807137e-01 1.726072476391485033e-01 1.681844781187125659e-01 1.718682519376228401e-01
2.200000000000000178e+00 1.013194467335923055e-01 2.091240641203567785e-01 2.049023450057355922e-01 1.955081312617354405e-01 1.789041418710124731e-01 1.920108333409508150e-01 1.829353134582108742e-01 1.841682360034668786e-01 1.843261482970226794e-01
2.300000000000000266e+00 1.928616519272360608e-01 2.847929762440060686e-01 2.146367735309699376e-01 1.707536390313197372e-01 1.976777316610591195e-01 1.982571696783747284e-01 1.884526266113012993e-01 1.917124000892368174e-01 1.936229627782600216e-01
2.400000000000000355e+00 1.588568659445315778e-01 2.041250585176430099e-01 1.151944821329706492e-01 1.925337790040953512e-01 1.958823621731167752e-01 1.916102052652623733e-01 2.002156850642523855e-01 2.021786659119537699e-01 2.022402131453553131e-01
2.500000000000000000e+00 2.764356106841698302e-01 1.631125839137311240e-01 1.648134149372323110e-01 2.059789600414676236e-01 2.061993449150897884e-01 2.068879030491404536e-01 2.058856061284131955e-01 2.062191888662949502e-01 2.057423288059919142e-01
2.600000000000000089e+00 1.615139614932398215e-03 2.278918979854682725e-01 2.221979923410447033e-01 1.861575651716907420e-01 2.177342673547648377e-01 2.053099793002195750e-01 2.077530203464201530e-01 2.085252967680067682e-01 2.103974680432406374e-01
2.700000000000000178e+00 2.998007414052756281e-01 2.423381338583174560e-01 2.744192833060818959e-01 2.407035591732975266e-01 2.103403801868173328e-01 2.233117343780283981e-01 2.149653118090238679e-01 2.104463213339426986e-01 2.081827014001360332e-01
2.800000000000000266e+00 1.165436884470555934e-01 2.612065049852720922e-01 2.080663054520586475e-01 2.057862570853377093e-01 2.021446514851785170e-01 2.120479196270608213e-01 2.080565559554460875e-01 2.056223620021316034e-01 2.079911211789663983e-01
2.900000000000000355e+00 8.217937638586901572e-02 1.957199154678199160e-01 1.585667139227767697e-01 2.128054346467103952e-01 2.052720680243554918e-01 2.002094716473884206e-01 1.934911606243392979e-01 2.050955910570793073e-01 2.029755633966988659e-01
3.000000000000000000e+00 3.806208763362566860e-01 2.194506729860750405e-01 1.953149878365305347e-01 2.105015467550435670e-01 1.968967911253080016e-01 2.045101154595203585e-01 2.020506585630642005e-01 1.970241401980889762e-01 1.942640709301976798e-01
3.100000000000000089e+00 8.103231348245484855e-02 2.372862371782762103e-01 2.028288780129109403e-01 1.607743682616437075e-01 2.118091725453463692e-01 1.855930471230311241e-01 1.892114510583511044e-01 1.848582093441897278e-01 1.856402104826710697e-01
3.200000000000000178e+00 9.104844104084430789e-02 1.794045243932700096e-01 1.657634960039562344e-01 1.464416425968934343e-01 1.595097412500656731e-01 1.701822890626775719e-01 1.743394781300152407e-01 1.698580362702657165e-01 1.726352518186768381e-01
3.300000000000000266e+00 1.344655144519093515e-01 1.375571103191760847e-01 1.138126627560392262e-01 1.591674096767910773e-01 1.572894155148909789e-01 1.433588013565475217e-01 1.507524631706604057e-01 1.558025603327566622e-01 1.570643004252575692e-01
3.400000000000000355e+00 8.864077322752397792e-02 1.294511654045231996e-01 1.709589921104257004e-01 1.348155750485559301e-01 1.317648175083487583e-01 1.535799481184649817e-01 1.345078098724421523e-01 1.371175648733627406e-01 1.368490661966377253e-01
3.500000000000000000e+00 -1.077816103868262099e-01 1.826084399457920948e-01 7.773757904280503839e-02 8.281593060240748094e-02 1.166714369166620829e-01 1.095919802687274486e-01 1.119480682414464717e-01 1.165278517943951625e-01 1.144377116299212516e-01
3.600000000000000089e+00 1.682900664262347856e-01 1.026692904848994364e-01 1.505872150503578810e-01 7.681916951649010727e-02 1.019785828296681102e-01 8.312567479137790427e-02 9.210429048773807748e-02 8.868657983354728824e-02 9.002854070087312754e-02
3.700000000000000178e+00 1.530640319780365854e-02 -1.943001592901233421e-02 2.664186170331499931e-02 6.847044256920693794e-02 5.314016451347187975e-02 6.793344567537289158e-02 5.525609956474586415e-02 6.077181923533876706e-02 6.165613108179969493e-02
3.800000000000000266e+00 6.169097619458605714e-02 -1.907806053012046227e-02 -2.924491942770215264e-02 3.154094300877672424e-02 7.306982342836654959e-03 3.099170605601702169e-02 3.221893451440507872e-02 3.021794868525353242e-02 2.839999102344774318e-02
3.900000000000000355e+00 -1.970303941674221918e-02 -2.543066843766420698e-02 3.511325421079473930e-02 1.059982799404041165e-02 -9.268562757298259847e-03 -1.092341177794205719e-02 -8.904164729813034227e-04 6.464832754625136901e-04 -9.961784720451916878e-04
4.000000000000000000e+00 -9.588000092370810301e-02 -5.482310932642484036e-02 2.857348682872358492e-02 -1.118120690869102082e-02 -4.234655921245426141e-02 -4.095965207995885815e-02 -3.679349924756375456e-02 -3.735829842730491873e-02 -3.737020352181795457e-02
